Area_m2,YearBuilt,Furnished,Renovated,Location,PropertyType,HasBasement,ParkingSpaces,Bedrooms,Bathrooms,Condition,Price
82.5,2006.0,No,No,Centar,Stan,No,0.0,3,1,Good,228300
76.5,2014.0,No,No,Centar,Studio,Yes,0.0,4,2,Good,179400
65.2,2001.0,No,No,Predgradje,Kuca,No,2.0,3,2,Good,90900
49.1,1955.0,Yes,No,Zemun,Stan,No,1.0,2,1,,100400
75.0,1956.0,Yes,No,Periferia,Stan,Yes,2.0,2,1,Good,103500
111.4,1958.0,No,No,Vracar,Stan,No,1.0,4,1,Good,250400
90.5,2010.0,No,No,Centar,Stan,Yes,3.0,3,2,Excellent,305400
78.4,1983.0,No,No,Centar,Stan,Yes,2.0,3,1,Excellent,246500
90.7,1984.0,Yes,No,Zemun,Stan,No,1.0,3,2,Fair,159900
55.7,1969.0,,No,Vracar,Kuca,No,2.0,2,1,Excellent,191900
52.3,2007.0,Yes,Yes,Novi Beograd,Kuca,No,1.0,4,2,Poor,111600
46.3,2009.0,No,No,Vracar,Kuca,No,0.0,1,2,Good,119400
61.9,2003.0,Yes,Yes,Centar,Studio,No,0.0,2,3,Excellent,164200
54.4,1984.0,Yes,Yes,Zemun,Stan,No,1.0,2,2,Fair,85300
95.2,1996.0,Yes,No,Novi Beograd,Stan,No,0.0,3,1,Fair,180400
53.1,1995.0,No,No,Periferia,Studio,No,0.0,2,2,Fair,59800
44.9,1953.0,,Yes,Novi Beograd,Stan,Yes,1.0,2,2,Good,114000
113.6,,No,Yes,Vracar,Vila,No,3.0,3,2,Good,408000
53.7,1989.0,,No,Centar,Studio,No,1.0,2,3,Good,125700
68.8,2004.0,Yes,No,Centar,Kuca,No,1.0,2,1,Excellent,253300
76.3,2022.0,No,Yes,Novi Beograd,Vila,No,0.0,3,2,Good,255900
36.6,1989.0,,Yes,Vracar,Stan,No,0.0,3,1,Fair,94000
95.9,1972.0,Yes,No,Zemun,Stan,No,1.0,2,1,Excellent,207500
80.9,1964.0,No,No,Novi Beograd,Kuca,Yes,2.0,3,2,Fair,183900
104.0,1954.0,No,Yes,Zemun,Stan,Yes,1.0,3,1,Fair,175700
48.0,1989.0,No,Yes,Periferia,Vila,Yes,1.0,1,2,Poor,71400
67.5,1967.0,No,No,Periferia,Stan,Yes,1.0,2,2,Good,93800
66.0,1970.0,No,Yes,Centar,Kuca,Yes,0.0,1,2,Fair,158100
71.6,1952.0,Yes,Yes,Vracar,Kuca,No,1.0,3,3,Fair,186000
28.6,1995.0,No,No,Centar,Kuca,No,1.0,3,2,Fair,68900
67.8,2002.0,No,No,Novi Beograd,Stan,No,1.0,1,2,Fair,134500
29.3,1969.0,Yes,Yes,Predgradje,Stan,No,0.0,3,2,Good,49800
74.0,2008.0,Yes,No,Centar,Studio,No,0.0,4,2,,199400
20.0,1970.0,No,No,Vracar,Stan,Yes,1.0,2,1,Good,34100
20.0,2000.0,Yes,No,Zemun,Studio,No,0.0,5,2,Fair,37500
85.5,1974.0,Yes,Yes,Zemun,Kuca,No,2.0,5,2,Fair,172200
51.3,2017.0,No,No,Zemun,Studio,No,0.0,3,2,,107100
40.3,1959.0,No,No,Centar,Kuca,No,0.0,4,2,,84900
96.8,2016.0,No,No,Novi Beograd,Stan,Yes,0.0,2,3,Excellent,268600
73.2,1958.0,Yes,No,Vracar,Kuca,No,2.0,2,1,Fair,182900
86.8,1978.0,No,No,Centar,Studio,No,2.0,5,2,Excellent,237700
60.8,1986.0,Yes,No,Novi Beograd,Stan,No,2.0,2,2,Fair,124700
132.0,2020.0,Yes,No,Centar,Vila,Yes,1.0,1,1,,520600
49.9,,No,No,Centar,Stan,Yes,2.0,2,3,Good,131100
108.6,2021.0,Yes,No,Novi Beograd,Stan,Yes,,3,2,Good,238000
63.5,2008.0,Yes,No,Centar,Stan,Yes,1.0,2,1,Fair,146400
23.6,2006.0,No,No,Zemun,Vila,Yes,3.0,2,1,Good,77500
77.1,2009.0,No,No,Zemun,Stan,Yes,2.0,4,2,Good,155700
72.9,1977.0,No,No,Periferia,Studio,No,3.0,2,1,Poor,68400
38.7,1977.0,No,No,Novi Beograd,Studio,No,2.0,3,1,Poor,66500
41.9,1995.0,No,No,Centar,Stan,No,2.0,2,1,Good,111800
64.4,2020.0,Yes,No,Centar,Stan,No,2.0,2,3,Fair,162100
73.7,,No,No,Zemun,Kuca,No,1.0,1,2,Good,165200
20.0,2004.0,Yes,Yes,Zemun,Stan,No,2.0,3,1,Fair,34500
91.3,1987.0,Yes,Yes,Centar,Studio,Yes,0.0,3,3,Good,215300
52.6,,No,No,Predgradje,Stan,No,,3,3,Fair,63100
31.7,2012.0,No,Yes,Centar,Stan,No,2.0,2,2,Good,98800
88.5,1954.0,Yes,No,Vracar,Studio,No,1.0,4,1,Fair,162900
64.4,1993.0,Yes,No,Zemun,Stan,Yes,2.0,1,2,Poor,104200
95.4,1978.0,Yes,No,Periferia,Stan,No,1.0,1,1,Poor,80500
75.9,1963.0,No,Yes,Zemun,Stan,No,1.0,4,2,Excellent,169300
65.0,2007.0,No,Yes,Periferia,Stan,Yes,0.0,2,1,Fair,79000
61.2,1993.0,,Yes,Novi Beograd,Kuca,Yes,0.0,3,2,Good,165900
77.1,1967.0,No,Yes,Periferia,Studio,No,1.0,1,1,Poor,59800
54.7,1956.0,No,No,Centar,Stan,No,1.0,1,2,Fair,126700
43.7,2011.0,No,Yes,Periferia,Kuca,No,0.0,3,1,Good,73100
80.2,1994.0,No,Yes,Vracar,Kuca,Yes,0.0,2,2,Good,215000
61.4,1965.0,No,Yes,Periferia,Stan,No,0.0,1,2,Excellent,91600
65.8,2013.0,No,No,Vracar,Stan,Yes,1.0,2,1,Excellent,183100
92.2,1986.0,No,No,Zemun,Vila,Yes,1.0,2,2,,254500
62.2,,No,Yes,Vracar,Kuca,No,0.0,4,1,Good,176800
65.4,1958.0,No,No,Zemun,Kuca,Yes,2.0,4,2,Good,137300
50.0,2004.0,Yes,No,Centar,Kuca,Yes,0.0,3,1,Good,142700
75.8,1977.0,No,Yes,Centar,Stan,No,1.0,2,2,Excellent,234600
73.7,1958.0,,No,Novi Beograd,Kuca,Yes,,2,1,Good,180900
87.5,1961.0,No,No,Centar,Kuca,Yes,3.0,3,1,Good,257100
50.5,1967.0,No,Yes,Periferia,Kuca,No,,1,1,Fair,63200
53.6,2005.0,Yes,No,Novi Beograd,Stan,No,1.0,2,3,Poor,105700
84.8,2023.0,Yes,Yes,Predgradje,Stan,No,1.0,4,2,,123500
71.3,2007.0,,No,Novi Beograd,Stan,No,0.0,2,3,Fair,133500
42.3,2000.0,No,No,Centar,Vila,No,0.0,3,3,Good,163100
97.7,1981.0,Yes,No,Periferia,Stan,No,1.0,1,2,Fair,125500
22.5,1997.0,No,No,Zemun,Stan,No,2.0,3,2,Excellent,59700
84.6,1957.0,No,Yes,Vracar,Stan,No,0.0,1,1,Poor,133100
33.4,1979.0,No,Yes,Zemun,Stan,No,1.0,4,3,Excellent,91600
112.1,1975.0,No,No,Zemun,Kuca,No,1.0,1,1,Fair,208200
26.4,1973.0,No,Yes,Novi Beograd,Kuca,No,0.0,4,2,Excellent,88600
93.8,1976.0,No,Yes,Predgradje,Kuca,No,0.0,2,3,Good,141500
63.0,1988.0,No,No,Predgradje,Stan,No,2.0,3,1,Fair,72400
55.8,2015.0,No,Yes,Zemun,Kuca,No,0.0,4,1,Good,130700
69.6,2000.0,Yes,No,Centar,Stan,Yes,0.0,1,1,Fair,161900
80.8,2022.0,Yes,Yes,Zemun,Stan,Yes,1.0,2,3,Fair,151100
42.4,1999.0,No,Yes,Centar,Stan,No,0.0,4,3,Excellent,128800
44.6,1994.0,No,No,Centar,Stan,No,1.0,2,2,Good,116100
81.2,1982.0,No,Yes,Novi Beograd,Stan,No,0.0,3,3,Good,194600
22.3,1968.0,No,No,Vracar,Kuca,No,3.0,1,1,Fair,59000
50.4,1962.0,Yes,Yes,Periferia,Kuca,No,1.0,3,1,Good,102800
141.0,1971.0,No,No,Zemun,Studio,Yes,3.0,1,1,Excellent,269200
40.8,1969.0,,No,Zemun,Stan,No,1.0,3,1,Good,78400
93.7,1954.0,No,Yes,Vracar,Stan,No,0.0,2,1,Excellent,260500
50.4,1981.0,No,No,Novi Beograd,Stan,No,2.0,2,1,Excellent,149000
77.7,1979.0,No,No,Novi Beograd,Vila,No,0.0,2,2,Fair,221100
81.4,1975.0,No,Yes,Predgradje,Kuca,No,1.0,3,1,,90800
93.2,1953.0,No,No,Centar,Kuca,No,0.0,2,1,Excellent,310400
60.0,2016.0,No,Yes,Periferia,Stan,No,3.0,2,3,Good,116400
114.7,1992.0,No,Yes,Zemun,Kuca,No,,3,1,Poor,185000
50.3,1979.0,No,No,Vracar,Stan,No,2.0,2,1,Fair,108900
70.9,1965.0,No,Yes,Zemun,Kuca,No,1.0,4,1,Good,156600
71.1,2020.0,Yes,No,Vracar,Vila,No,0.0,3,2,Good,256400
37.0,,Yes,No,Periferia,Vila,No,0.0,3,2,Fair,65400
57.9,,No,No,Predgradje,Kuca,No,2.0,1,2,Fair,61600
69.0,1980.0,Yes,No,Vracar,Stan,No,1.0,3,1,Excellent,191400
54.2,1998.0,No,No,Novi Beograd,Vila,No,1.0,1,1,Good,160700
126.0,1962.0,No,No,Zemun,Kuca,No,1.0,4,1,Good,261500
44.0,1990.0,,Yes,Predgradje,Stan,Yes,0.0,2,1,,43000
94.5,1977.0,No,No,Novi Beograd,Stan,Yes,1.0,1,2,Good,211500
86.4,2013.0,Yes,No,Zemun,Stan,Yes,1.0,2,3,Good,176100
64.7,1968.0,Yes,No,Zemun,Stan,Yes,1.0,5,1,Good,121200
43.4,2021.0,No,No,Zemun,Stan,No,1.0,3,2,Fair,81600
45.8,1974.0,Yes,No,Centar,Kuca,No,3.0,2,1,Good,145500
52.1,1987.0,Yes,No,Zemun,Stan,No,0.0,5,1,Good,111800
20.4,1952.0,No,No,Predgradje,Stan,Yes,0.0,1,1,Excellent,19000
39.9,1951.0,,No,Centar,Kuca,No,2.0,3,3,Fair,94300
27.9,1954.0,No,Yes,Novi Beograd,Studio,No,1.0,3,1,,56700
98.6,2010.0,No,No,Predgradje,Kuca,No,0.0,4,2,Excellent,139600
80.5,,Yes,Yes,Centar,Stan,No,2.0,2,1,Fair,195100
84.6,1987.0,No,No,Periferia,Vila,Yes,1.0,2,1,Good,150500
79.7,1985.0,No,Yes,Vracar,Vila,Yes,0.0,3,1,Good,280400
69.2,1995.0,No,Yes,Novi Beograd,Stan,No,1.0,2,1,Excellent,186600
101.5,1986.0,Yes,Yes,Periferia,Stan,No,0.0,1,2,Good,134200
49.7,2003.0,No,Yes,Vracar,Kuca,No,0.0,3,2,Good,135200
67.7,1970.0,No,No,Vracar,Studio,No,0.0,3,1,Good,138700
83.7,1970.0,No,No,Novi Beograd,Vila,Yes,1.0,2,2,Fair,238500
32.0,2019.0,No,No,Zemun,Studio,No,,2,1,Fair,43700
142.4,2009.0,Yes,No,Centar,Kuca,No,2.0,2,2,Good,430900
65.7,1985.0,Yes,Yes,Novi Beograd,Kuca,No,1.0,3,2,Good,171400
68.5,1960.0,No,No,Predgradje,Stan,No,0.0,3,1,Good,89100
96.4,1980.0,No,No,Novi Beograd,Stan,Yes,1.0,4,2,Good,224900
87.9,,No,No,Zemun,Stan,No,2.0,3,1,Fair,156400
66.0,2009.0,Yes,No,Novi Beograd,Kuca,No,,3,1,Good,161600
68.3,2010.0,No,Yes,Periferia,Kuca,Yes,,2,2,Poor,90600
27.4,2016.0,Yes,No,Centar,Kuca,Yes,0.0,1,1,Excellent,101300
51.1,1978.0,No,No,Predgradje,Stan,No,2.0,3,1,Excellent,66600
77.9,2016.0,Yes,No,Vracar,Kuca,No,0.0,1,1,Good,209600
76.1,2020.0,No,No,Novi Beograd,Stan,No,0.0,5,2,Poor,131100
95.5,2016.0,No,No,Centar,Stan,Yes,1.0,4,1,Fair,209700
62.0,1965.0,No,No,Centar,Studio,No,0.0,3,1,Good,122000
30.3,1994.0,Yes,No,Vracar,Kuca,Yes,3.0,2,1,Good,109000
91.4,1983.0,Yes,Yes,Novi Beograd,Vila,Yes,2.0,3,1,Good,308200
100.9,1993.0,No,No,Periferia,Stan,No,1.0,3,2,Fair,121700
87.5,1991.0,Yes,No,Vracar,Stan,No,2.0,3,1,Good,212800
60.9,1984.0,No,No,Novi Beograd,Stan,No,1.0,1,2,Good,131800
91.1,,Yes,No,Zemun,Stan,Yes,2.0,4,2,Fair,142800
150.7,2002.0,No,No,Zemun,Studio,No,1.0,3,1,Good,236400
67.9,2007.0,Yes,Yes,Centar,Kuca,No,0.0,1,1,,189400
32.2,1977.0,Yes,Yes,Centar,Studio,No,2.0,2,2,Good,84600
50.3,1964.0,No,No,Centar,Stan,No,2.0,3,2,Excellent,147100
80.6,1987.0,Yes,No,Zemun,Studio,Yes,3.0,2,3,Good,150600
24.9,1999.0,Yes,No,Zemun,Stan,Yes,1.0,2,3,Excellent,77000
69.2,1962.0,No,No,Vracar,Studio,No,1.0,1,2,Good,145100
74.5,1984.0,No,Yes,Periferia,Stan,No,0.0,4,3,Fair,104800
103.4,1973.0,Yes,Yes,Periferia,Stan,No,0.0,1,2,Good,140700
97.8,2014.0,No,No,Zemun,Kuca,No,0.0,2,1,Good,205000
86.6,1967.0,No,No,Periferia,Vila,No,0.0,2,2,Good,183200
20.0,2007.0,Yes,Yes,Novi Beograd,Stan,No,1.0,3,1,Fair,34100
88.0,1975.0,No,Yes,Centar,Stan,No,1.0,3,1,Good,221600
82.6,1978.0,No,Yes,Novi Beograd,Studio,Yes,,4,1,Poor,126500
71.4,2021.0,Yes,Yes,Centar,Stan,No,1.0,3,1,Poor,148700
21.7,1993.0,Yes,No,Vracar,Stan,No,0.0,3,1,Good,51400
45.6,1954.0,No,No,Predgradje,Stan,Yes,1.0,2,1,,57300
35.8,1982.0,No,No,Centar,Stan,No,3.0,3,1,Excellent,121600
20.0,1954.0,Yes,No,Centar,Vila,No,1.0,1,1,Good,80800
64.9,,No,No,Vracar,Studio,No,0.0,3,2,Good,123600
45.1,1962.0,No,Yes,Predgradje,Kuca,Yes,1.0,1,1,Good,56300
130.6,1974.0,Yes,No,Novi Beograd,Vila,No,2.0,4,2,Good,434900
60.8,2007.0,No,No,Vracar,Stan,Yes,1.0,3,3,Fair,143000
97.3,1951.0,No,Yes,Centar,Stan,No,3.0,3,2,Excellent,317100
25.8,1985.0,Yes,No,Centar,Stan,Yes,0.0,3,1,Good,74600
51.7,1974.0,No,No,Predgradje,Stan,No,0.0,3,2,Excellent,79300
67.4,1983.0,No,Yes,Predgradje,Stan,No,0.0,2,1,Good,80800
42.3,1961.0,,Yes,Centar,Vila,No,2.0,2,2,Fair,150600
54.4,1968.0,Yes,No,Predgradje,Studio,Yes,1.0,2,1,Good,48800
59.6,1986.0,Yes,No,Zemun,Stan,No,0.0,1,2,,87700
59.2,1950.0,Yes,No,Periferia,Kuca,No,0.0,2,2,Good,85900
111.4,2009.0,Yes,Yes,Vracar,Kuca,No,1.0,1,2,Fair,280600
74.5,2016.0,No,No,Vracar,Vila,No,3.0,4,2,Good,269200
77.0,1998.0,No,Yes,Vracar,Studio,No,1.0,3,1,Excellent,192900
78.5,1995.0,Yes,No,Zemun,Kuca,No,0.0,2,2,Good,170900
80.3,1997.0,Yes,No,Centar,Studio,No,1.0,1,1,Excellent,207100
62.9,2017.0,Yes,No,Centar,Kuca,No,0.0,2,1,Good,182500
57.0,1968.0,Yes,Yes,Novi Beograd,Kuca,No,1.0,2,1,Good,148200
69.2,1989.0,Yes,Yes,Zemun,Stan,No,1.0,3,1,Excellent,164000
93.9,1955.0,,Yes,Novi Beograd,Stan,No,1.0,2,1,Excellent,247500
93.2,2012.0,No,Yes,Zemun,Kuca,Yes,2.0,4,2,Good,228300
59.0,1984.0,Yes,Yes,Predgradje,Stan,No,0.0,1,2,Fair,63700
84.2,2021.0,No,No,Centar,Stan,No,2.0,2,1,Good,224900
60.1,2010.0,Yes,No,Zemun,Kuca,Yes,2.0,4,1,Fair,135900
65.8,1954.0,Yes,No,Vracar,Stan,No,1.0,1,2,Good,155600
53.2,1986.0,No,No,Periferia,Kuca,Yes,0.0,2,2,Good,78200
60.5,1960.0,Yes,Yes,Centar,Kuca,No,2.0,2,1,Excellent,211200
98.5,1989.0,No,No,Zemun,Vila,No,,3,2,Excellent,314100
67.3,2014.0,Yes,Yes,Periferia,Stan,No,0.0,2,3,Good,92800
68.4,1957.0,No,No,Predgradje,Stan,No,1.0,4,1,Poor,57000
28.8,,No,No,Zemun,Kuca,No,1.0,4,1,Excellent,81400
57.3,2020.0,Yes,No,Vracar,Studio,No,0.0,4,3,Fair,119700
59.0,2007.0,Yes,Yes,Zemun,Vila,No,1.0,2,1,Good,176900
44.3,1997.0,No,Yes,Periferia,Stan,No,1.0,5,2,Poor,49600
65.5,1962.0,Yes,Yes,Zemun,Stan,No,2.0,3,2,Good,132000
54.3,2009.0,No,No,Centar,Vila,No,1.0,2,1,Excellent,254800
67.0,1998.0,Yes,No,Predgradje,Stan,No,1.0,1,1,Fair,82600
68.0,2016.0,Yes,No,Zemun,Kuca,No,1.0,3,2,Good,154300
41.1,1956.0,Yes,Yes,Zemun,Stan,No,0.0,3,2,Fair,84800
55.0,,No,No,Novi Beograd,Stan,No,2.0,1,1,Excellent,143600
66.9,1972.0,Yes,No,Zemun,Stan,Yes,1.0,3,2,Excellent,156300
94.6,2000.0,,Yes,Novi Beograd,Stan,No,2.0,5,2,Fair,212100
71.4,1996.0,No,Yes,Zemun,Kuca,No,2.0,2,1,Poor,122700
48.5,1954.0,Yes,No,Centar,Vila,No,1.0,2,2,Good,171200
75.0,1962.0,Yes,No,Zemun,Stan,No,0.0,4,1,Fair,114300
107.7,1991.0,Yes,Yes,Predgradje,Studio,No,,1,1,Good,130700
87.9,1954.0,No,Yes,Centar,Stan,No,1.0,4,2,Poor,171900
78.7,1972.0,No,No,Predgradje,Kuca,No,3.0,3,1,Fair,98700
83.1,2011.0,Yes,Yes,Vracar,Stan,Yes,1.0,2,1,Good,202500
101.0,1950.0,Yes,Yes,Periferia,Vila,Yes,,1,2,Fair,191200
91.9,2023.0,No,No,Periferia,Studio,No,2.0,1,2,Excellent,145500
79.2,2003.0,No,No,Zemun,Kuca,Yes,2.0,2,2,Poor,118900
91.7,2021.0,Yes,No,Zemun,Studio,Yes,2.0,3,3,Fair,147000
38.0,1952.0,Yes,No,Periferia,Kuca,No,0.0,2,3,Excellent,70600
27.4,2013.0,Yes,No,Vracar,Vila,Yes,2.0,3,2,Good,115600
68.9,2000.0,No,No,Novi Beograd,Kuca,Yes,,3,1,Good,196500
66.7,1951.0,No,No,Zemun,Vila,No,1.0,3,2,Fair,158000
51.4,1998.0,Yes,Yes,Periferia,Kuca,No,2.0,5,1,Good,93600
85.6,1980.0,Yes,Yes,Periferia,Stan,No,,3,2,Good,124600
20.0,2023.0,Yes,Yes,Periferia,Kuca,No,0.0,4,2,Fair,62700
51.6,,Yes,No,Vracar,Stan,No,,2,3,Excellent,146900
52.9,1984.0,Yes,No,Periferia,Kuca,Yes,1.0,3,3,Good,97800
24.1,1985.0,No,Yes,Centar,Stan,No,2.0,3,2,Good,53000
102.4,2013.0,,No,Vracar,Kuca,No,0.0,4,1,Good,284800
31.0,1981.0,No,Yes,Centar,Stan,No,2.0,3,2,Good,86800
50.3,1967.0,Yes,Yes,Novi Beograd,Stan,No,2.0,2,1,Fair,107000
87.7,1983.0,,No,Novi Beograd,Stan,No,0.0,2,2,Good,185700
81.2,2005.0,No,No,Novi Beograd,Vila,No,0.0,2,2,,228600
37.3,2016.0,Yes,Yes,Zemun,Stan,No,1.0,2,2,Good,79300
82.1,2002.0,No,Yes,Novi Beograd,Stan,No,2.0,2,1,Good,200100
72.2,2016.0,Yes,Yes,Vracar,Kuca,No,1.0,4,1,Good,211600
123.3,2015.0,No,No,Novi Beograd,Kuca,No,2.0,2,2,Excellent,361800
75.1,2013.0,,No,Novi Beograd,Stan,No,1.0,2,1,Fair,141400
61.5,2016.0,Yes,No,Novi Beograd,Stan,Yes,1.0,4,1,Good,150400
43.6,1988.0,No,No,Centar,Stan,No,0.0,2,1,Good,100000
46.4,1987.0,No,No,Zemun,Vila,Yes,0.0,5,3,Good,136100
44.4,,No,No,Zemun,Stan,Yes,1.0,2,2,Good,96200
99.3,1968.0,No,No,Zemun,Stan,No,2.0,2,2,Poor,139400
65.4,1954.0,Yes,Yes,Vracar,Stan,No,1.0,1,1,Good,147700
79.1,2018.0,No,No,Novi Beograd,Stan,No,,5,1,Fair,165200
102.9,1963.0,No,No,Periferia,Studio,No,1.0,4,1,Excellent,148000
20.0,1998.0,No,No,Vracar,Stan,Yes,0.0,4,2,Fair,44400
97.0,2013.0,No,Yes,Vracar,Stan,No,1.0,2,2,Excellent,274600
66.4,2006.0,Yes,Yes,Centar,Stan,No,1.0,5,1,Good,182900
75.9,1984.0,Yes,Yes,Novi Beograd,Stan,No,1.0,4,1,Fair,171500
44.3,1954.0,No,Yes,Novi Beograd,Stan,No,1.0,2,1,,88800
46.1,1988.0,No,No,Novi Beograd,Studio,No,2.0,3,2,Excellent,104200
77.2,1973.0,,No,Zemun,Studio,No,0.0,5,3,Excellent,135100
124.6,1989.0,No,No,Vracar,Vila,No,1.0,2,2,Fair,389800
90.1,1999.0,No,No,Zemun,Studio,Yes,1.0,1,2,Fair,129300
96.6,2007.0,No,No,Periferia,Kuca,No,2.0,4,1,Fair,143200
60.2,1950.0,No,No,Periferia,Stan,No,1.0,2,2,Poor,35300
50.0,1992.0,No,No,Zemun,Studio,No,0.0,5,1,Good,78400
45.5,1988.0,No,No,Predgradje,Studio,No,3.0,3,1,Excellent,71800
52.8,1959.0,,No,Centar,Studio,No,1.0,1,1,Good,109500
20.0,1951.0,Yes,No,Centar,Kuca,No,0.0,2,1,Good,52100
46.9,2012.0,Yes,No,Centar,Stan,No,1.0,3,1,Good,122800
51.0,1965.0,Yes,No,Zemun,Studio,No,1.0,1,2,Good,70800
60.6,1986.0,Yes,Yes,Periferia,Kuca,No,1.0,2,1,Fair,94300
68.3,1965.0,Yes,Yes,Novi Beograd,Vila,Yes,1.0,2,2,Good,235600
74.1,1976.0,No,Yes,Predgradje,Stan,No,0.0,3,3,Excellent,115200
64.6,2012.0,No,No,Centar,Stan,Yes,1.0,5,1,Good,170100
50.5,2013.0,Yes,No,Predgradje,Stan,Yes,0.0,3,1,Poor,62100
20.0,1981.0,No,Yes,Novi Beograd,Studio,No,1.0,3,2,Fair,50700
50.6,1958.0,No,No,Centar,Stan,No,1.0,2,2,Poor,90000
40.7,1960.0,Yes,Yes,Vracar,Stan,No,,3,1,Good,95800
76.7,2019.0,No,No,Novi Beograd,Vila,Yes,1.0,3,2,Good,249300
87.7,1979.0,Yes,Yes,Novi Beograd,Stan,No,1.0,3,2,Fair,181000
88.5,1964.0,No,No,Novi Beograd,Studio,No,0.0,4,3,Excellent,192700
83.9,2008.0,Yes,No,Periferia,Stan,No,0.0,3,2,Good,128900
61.7,1997.0,No,No,Vracar,Studio,No,0.0,5,1,Good,130000
52.0,2009.0,No,Yes,Novi Beograd,Kuca,No,0.0,4,1,Excellent,148900
46.3,2017.0,Yes,No,Zemun,Vila,Yes,1.0,1,1,Poor,104200
27.3,2006.0,No,No,Zemun,Vila,No,2.0,3,1,Excellent,98700
89.8,,Yes,No,Novi Beograd,Stan,No,1.0,4,2,Fair,184600
60.6,2003.0,,No,Vracar,Stan,No,1.0,4,3,Good,157300
33.8,2003.0,No,No,Centar,Stan,No,0.0,2,3,Excellent,100500
44.3,,No,No,Centar,Kuca,No,1.0,3,1,Excellent,168000
43.3,1988.0,Yes,No,Zemun,Studio,No,1.0,2,1,Good,65900
66.1,1964.0,Yes,No,Centar,Stan,No,0.0,1,2,Good,161400
91.7,2023.0,No,No,Vracar,Kuca,Yes,2.0,4,1,Good,278200
56.3,1977.0,Yes,No,Zemun,Stan,Yes,0.0,4,1,Excellent,118000
20.0,1985.0,No,No,Centar,Studio,No,,3,2,Fair,42500
60.3,,No,Yes,Zemun,Vila,Yes,,1,2,Excellent,210000
61.1,1966.0,No,No,Novi Beograd,Stan,Yes,2.0,4,3,,136300
59.4,1971.0,Yes,No,Predgradje,Stan,No,2.0,2,1,Good,72000
49.3,1985.0,No,Yes,Vracar,Stan,Yes,2.0,1,2,Good,132900
70.4,1978.0,No,Yes,Periferia,Kuca,No,1.0,2,2,Good,117100
66.7,2004.0,No,No,Zemun,Kuca,No,1.0,2,1,Excellent,170700
64.4,1991.0,No,No,Centar,Stan,No,0.0,3,2,Good,168000
75.3,1981.0,Yes,Yes,Zemun,Stan,No,,2,1,Excellent,164700
54.3,1963.0,Yes,Yes,Predgradje,Stan,No,2.0,1,2,Fair,55100
52.8,1967.0,Yes,No,Zemun,Kuca,No,1.0,4,2,Good,117900
99.5,1987.0,,Yes,Periferia,Kuca,No,0.0,5,1,Excellent,190400
79.0,1983.0,Yes,No,Periferia,Stan,No,0.0,1,2,Good,106600
85.7,1994.0,,No,Novi Beograd,Studio,No,1.0,2,1,Good,139200
95.7,1981.0,No,No,Novi Beograd,Kuca,No,0.0,3,2,Good,243100
78.1,2016.0,No,Yes,Zemun,Stan,No,1.0,2,2,Excellent,190600
88.2,2012.0,Yes,Yes,Vracar,Stan,No,0.0,2,2,Excellent,263800
25.5,2004.0,No,No,Periferia,Studio,No,0.0,2,3,Fair,35500
70.1,1992.0,No,No,Predgradje,Vila,No,0.0,4,1,Excellent,145900
60.4,1971.0,Yes,Yes,Novi Beograd,Stan,No,2.0,5,1,Good,142500
106.9,2017.0,Yes,No,Novi Beograd,Stan,Yes,1.0,4,3,Fair,218100
88.2,1978.0,No,No,Periferia,Stan,No,1.0,3,2,Excellent,149200
49.2,1989.0,Yes,No,Novi Beograd,Kuca,Yes,1.0,3,3,Good,142500
74.3,1994.0,Yes,No,Periferia,Stan,No,1.0,2,1,Excellent,116700
69.2,1959.0,Yes,Yes,Vracar,Stan,No,2.0,3,2,Fair,161200
76.4,1994.0,Yes,Yes,Zemun,Kuca,Yes,2.0,3,3,Poor,140900
39.5,1966.0,No,Yes,Centar,Kuca,No,0.0,3,2,Good,116400
74.0,1951.0,No,Yes,Zemun,Stan,Yes,0.0,1,2,Fair,119300
59.3,1966.0,No,No,Vracar,Stan,No,1.0,2,1,Good,138700
72.1,1987.0,No,No,Zemun,Kuca,No,,5,1,Fair,132100
46.9,1986.0,No,Yes,Centar,Stan,Yes,2.0,2,1,Good,154700
50.4,2012.0,No,No,Zemun,Stan,No,1.0,2,1,Poor,62100
94.3,1954.0,Yes,No,Periferia,Studio,No,1.0,2,1,Fair,76000
38.7,1974.0,No,No,Novi Beograd,Stan,No,1.0,2,3,Good,86900
40.6,2022.0,Yes,No,Centar,Kuca,No,1.0,1,2,Fair,115300
63.7,,Yes,No,Centar,Vila,No,0.0,2,3,Good,246100
45.7,2012.0,Yes,No,Zemun,Stan,Yes,2.0,3,3,Excellent,93600
42.9,1984.0,Yes,Yes,Zemun,Stan,No,0.0,2,1,Good,68600
67.6,2004.0,Yes,Yes,Vracar,Kuca,Yes,3.0,3,1,Excellent,236700
27.4,1969.0,Yes,No,Novi Beograd,Studio,No,0.0,1,1,Fair,49600
39.8,1954.0,No,No,Novi Beograd,Vila,Yes,1.0,1,2,Fair,101000
116.4,,Yes,Yes,Zemun,Kuca,No,0.0,4,1,Excellent,302300
76.5,2012.0,No,No,Vracar,Stan,Yes,1.0,3,2,Good,188200
46.3,1981.0,,Yes,Predgradje,Kuca,No,,3,1,Good,65300
75.5,2012.0,No,No,Centar,Stan,No,0.0,1,1,Good,190700
